Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--100x-flye-medaka--02-polished.fasta,100,flye,medaka,02,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.20,50.00,40.46,inf,45.98,53.01,52.87,inf,99.748
voltrax--100x-flye-medaka--02-polished.fasta,100,flye,medaka,02,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,28.64,50.00,30.17,inf,35.46,50.00,39.14,inf,98.824
voltrax--100x-flye-medaka--02-polished.fasta,100,flye,medaka,02,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.81,50.00,55.89,inf,44.85,inf,52.04,inf,99.922
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,all,all,all,all,NA,37.84,46.99,41.53,inf,42.27,50.00,44.58,inf,NA
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.89,45.23,53.05,inf,43.03,46.99,45.73,50.00,99.774
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.92,43.98,45.73,inf,46.03,46.99,45.34,50.00,98.521
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,36.06,43.01,36.97,45.19,46.60,50.00,46.05,inf,99.654
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.87,50.00,39.72,inf,34.65,inf,36.97,inf,99.050
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.18,48.24,40.43,inf,45.85,50.00,53.99,inf,99.574
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,45.86,50.00,52.93,inf,50.10,50.00,49.57,inf,98.908
voltrax--100x-flye-medaka--03-polished.fasta,100,flye,medaka,03,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.36,50.00,52.25,inf,44.75,inf,51.74,inf,98.832
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,all,all,all,all,NA,36.20,46.99,39.24,inf,41.98,50.00,42.39,inf,NA
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.71,45.23,53.05,inf,42.99,46.99,45.27,50.00,99.773
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,30.77,43.98,32.83,inf,42.87,46.99,35.76,50.00,102.078
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,36.05,43.60,36.98,46.99,46.51,50.00,45.94,inf,99.662
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.84,46.99,39.95,inf,34.49,inf,37.03,53.02,99.822
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.21,50.00,40.41,inf,45.96,inf,54.31,inf,99.278
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.04,50.00,52.92,inf,49.91,50.00,53.50,inf,98.884
voltrax--100x-flye-medaka--04-polished.fasta,100,flye,medaka,04,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.97,50.00,57.35,inf,44.85,inf,52.58,inf,99.907
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,all,all,all,all,NA,36.87,48.33,41.25,inf,40.25,50.00,44.39,inf,NA
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.76,46.99,52.64,inf,42.86,49.58,45.73,inf,99.774
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.93,45.23,45.74,inf,45.80,46.99,45.57,inf,98.876
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,34.66,43.01,36.53,50.00,40.54,inf,44.99,inf,99.423
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,30.44,50.00,39.24,inf,32.45,inf,36.66,inf,99.854
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.15,50.00,40.43,inf,45.75,50.00,53.68,inf,99.574
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.38,50.00,52.92,inf,50.49,50.00,53.72,inf,98.884
voltrax--100x-flye-medaka--05-polished.fasta,100,flye,medaka,05,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.47,50.00,53.54,inf,44.69,inf,51.78,inf,99.662
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,all,all,all,all,NA,37.75,46.99,41.55,inf,41.91,50.00,44.75,inf,NA
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.91,46.99,53.02,inf,43.00,50.00,45.86,inf,99.104
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,41.05,45.23,45.80,inf,46.37,46.99,45.36,inf,98.951
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,36.03,43.01,36.97,45.23,46.27,50.00,46.01,inf,99.618
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.55,50.00,39.69,inf,34.06,inf,37.00,inf,99.054
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.22,50.00,40.41,inf,46.09,inf,53.82,inf,99.278
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.28,50.00,52.93,inf,50.20,inf,53.94,inf,98.908
voltrax--100x-flye-medaka--06-polished.fasta,100,flye,medaka,06,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.75,50.00,57.32,inf,44.68,inf,52.01,inf,99.336
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,all,all,all,all,NA,37.56,46.99,41.58,inf,41.44,50.00,44.68,inf,NA
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.86,46.99,53.02,inf,43.02,50.00,45.66,inf,99.104
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,41.07,45.23,45.80,inf,46.50,46.99,45.30,50.00,98.951
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,36.08,41.87,36.98,44.56,46.65,50.00,46.06,inf,99.871
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.12,48.24,39.83,inf,33.29,inf,36.97,inf,99.046
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.17,50.00,40.44,inf,45.97,inf,52.74,inf,99.509
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.09,50.00,52.93,inf,50.01,53.01,53.51,inf,98.908
voltrax--100x-flye-medaka--07-polished.fasta,100,flye,medaka,07,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.83,50.00,57.34,inf,44.74,inf,52.28,inf,99.591
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,all,all,all,all,NA,37.97,46.99,41.55,inf,42.62,50.00,44.56,inf,NA
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.86,46.99,52.81,inf,43.09,46.99,45.58,50.00,99.103
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.50,45.23,45.68,inf,46.43,46.99,44.04,50.00,98.878
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,36.05,41.55,36.97,43.01,46.64,50.00,45.91,inf,99.799
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.15,47.84,39.88,inf,35.14,53.01,36.98,inf,99.479
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.25,50.00,40.44,inf,46.18,inf,53.53,inf,99.669
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.04,50.00,52.75,inf,50.10,53.01,53.30,inf,98.884
voltrax--100x-flye-medaka--08-polished.fasta,100,flye,medaka,08,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.66,inf,52.30,inf,44.89,inf,53.20,inf,99.894
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,all,all,all,all,NA,37.56,46.99,41.48,inf,41.61,50.00,44.54,inf,NA
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.86,46.99,53.05,inf,42.94,50.00,45.81,50.00,99.774
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.88,45.23,45.80,inf,45.80,45.23,45.36,50.00,98.952
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.60,40.97,36.94,42.22,43.31,50.00,45.73,inf,99.809
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.41,50.00,39.33,inf,34.07,inf,36.70,inf,99.052
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.16,50.00,40.43,inf,45.71,50.00,54.14,inf,99.278
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.09,50.00,52.92,inf,49.83,50.00,53.94,inf,98.885
voltrax--100x-flye-medaka--09-polished.fasta,100,flye,medaka,09,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.94,53.01,57.32,inf,44.82,inf,52.55,inf,99.336
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,all,all,all,all,NA,37.38,46.99,41.38,inf,41.26,50.00,44.55,inf,NA
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.76,46.99,53.05,inf,42.88,50.00,45.61,50.00,99.774
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.88,45.23,45.78,inf,46.15,46.99,45.08,50.00,98.521
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.26,42.22,36.60,47.53,42.88,50.00,45.63,inf,99.727
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.21,48.91,39.73,inf,33.52,inf,36.84,inf,98.996
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.18,50.00,40.45,inf,45.79,50.00,53.53,inf,99.512
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.18,50.00,52.75,inf,50.19,50.00,53.72,inf,98.884
voltrax--100x-flye-medaka--10-polished.fasta,100,flye,medaka,10,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.86,53.01,56.53,inf,44.87,inf,52.01,inf,99.335
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,all,all,all,all,NA,37.99,46.99,41.54,inf,42.66,50.00,44.63,inf,NA
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.80,46.99,53.06,inf,42.91,46.99,45.69,50.00,99.951
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.34,45.23,45.08,inf,46.35,46.99,44.18,50.00,98.539
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.83,42.22,36.92,46.99,44.79,50.00,45.99,inf,99.280
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.40,50.00,39.90,inf,35.59,inf,37.04,inf,99.093
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.17,50.00,40.43,inf,45.81,53.01,53.66,inf,99.278
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.28,50.00,52.92,inf,50.39,53.01,53.50,inf,98.884
voltrax--100x-flye-medaka--11-polished.fasta,100,flye,medaka,11,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.99,inf,56.50,inf,44.98,inf,52.24,inf,98.522
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,all,all,all,all,NA,37.62,49.65,41.50,inf,41.80,50.00,44.44,inf,NA
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.83,46.99,53.02,inf,42.91,48.04,45.78,inf,99.104
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,41.03,45.23,45.86,inf,46.11,46.99,45.46,inf,98.951
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,34.45,43.47,35.82,48.24,43.03,50.00,43.24,inf,99.445
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.44,50.00,47.01,inf,34.40,inf,37.28,inf,99.108
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,39.21,50.00,40.47,inf,45.83,inf,53.84,inf,99.800
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,47.21,50.00,52.90,inf,50.37,50.00,53.28,inf,98.339
voltrax--100x-flye-medaka--12-polished.fasta,100,flye,medaka,12,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.83,53.01,57.34,inf,44.78,inf,52.02,inf,99.592
voltrax--100x-flye--01.fasta,100,flye,NA,01,all,all,all,all,NA,38.15,45.23,42.17,inf,42.65,50.00,44.18,50.00,NA
voltrax--100x-flye--01.fasta,100,flye,NA,01,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.46,45.23,52.64,inf,42.94,50.00,44.72,50.00,99.773
voltrax--100x-flye--01.fasta,100,flye,NA,01,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.26,43.98,45.46,inf,47.01,50.00,43.39,46.99,98.878
voltrax--100x-flye--01.fasta,100,flye,NA,01,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.88,41.55,36.95,45.23,45.70,50.00,45.31,50.00,99.852
voltrax--100x-flye--01.fasta,100,flye,NA,01,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,33.14,45.23,48.82,inf,35.50,inf,37.19,46.99,99.451
voltrax--100x-flye--01.fasta,100,flye,NA,01,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,38.87,46.02,40.42,inf,45.22,50.00,50.59,inf,99.512
voltrax--100x-flye--01.fasta,100,flye,NA,01,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,46.64,50.00,52.75,inf,50.71,53.01,51.05,inf,98.908
voltrax--100x-flye--01.fasta,100,flye,NA,01,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.23,48.24,57.35,inf,44.66,inf,49.43,53.01,99.923
voltrax--100x-flye--02.fasta,100,flye,NA,02,all,all,all,all,NA,32.69,45.23,34.77,inf,39.22,50.00,40.66,50.00,NA
voltrax--100x-flye--02.fasta,100,flye,NA,02,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.14,43.98,52.64,inf,42.66,46.99,44.30,46.99,99.773
voltrax--100x-flye--02.fasta,100,flye,NA,02,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,39.86,43.01,45.88,inf,46.52,50.00,42.58,46.99,99.265
voltrax--100x-flye--02.fasta,100,flye,NA,02,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,29.61,43.01,30.61,50.00,39.08,50.00,40.00,50.00,99.481
voltrax--100x-flye--02.fasta,100,flye,NA,02,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.62,45.23,39.94,inf,35.29,53.01,35.34,46.99,99.990
voltrax--100x-flye--02.fasta,100,flye,NA,02,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,38.78,46.99,40.43,inf,44.64,50.00,51.15,inf,99.748
voltrax--100x-flye--02.fasta,100,flye,NA,02,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,28.58,46.99,30.24,inf,35.42,50.00,38.12,50.00,98.825
voltrax--100x-flye--02.fasta,100,flye,NA,02,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,42.44,46.99,56.56,inf,44.05,53.01,48.11,50.00,99.922
voltrax--100x-flye--03.fasta,100,flye,NA,03,all,all,all,all,NA,37.73,45.23,41.56,inf,42.35,50.00,43.91,50.00,NA
voltrax--100x-flye--03.fasta,100,flye,NA,03,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.41,45.23,52.26,inf,43.03,50.00,44.54,46.99,99.773
voltrax--100x-flye--03.fasta,100,flye,NA,03,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.29,43.98,45.84,inf,47.07,46.99,43.21,46.99,98.524
voltrax--100x-flye--03.fasta,100,flye,NA,03,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.88,41.55,36.97,45.19,45.46,50.00,45.40,50.00,99.654
voltrax--100x-flye--03.fasta,100,flye,NA,03,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.07,45.23,39.89,inf,35.16,inf,36.69,46.99,99.054
voltrax--100x-flye--03.fasta,100,flye,NA,03,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,38.93,46.99,40.41,inf,45.18,50.00,51.77,inf,99.574
voltrax--100x-flye--03.fasta,100,flye,NA,03,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,45.21,46.99,51.96,inf,48.22,50.00,50.60,inf,98.908
voltrax--100x-flye--03.fasta,100,flye,NA,03,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,42.80,46.99,55.84,inf,44.29,inf,48.98,50.00,98.832
voltrax--100x-flye--04.fasta,100,flye,NA,04,all,all,all,all,NA,37.74,45.23,41.59,inf,42.39,50.00,43.87,50.00,NA
voltrax--100x-flye--04.fasta,100,flye,NA,04,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.32,43.98,52.26,inf,42.99,46.99,44.36,46.99,99.773
voltrax--100x-flye--04.fasta,100,flye,NA,04,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.14,43.98,45.96,inf,45.73,48.24,43.49,46.99,101.200
voltrax--100x-flye--04.fasta,100,flye,NA,04,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.74,41.87,36.93,44.56,45.03,50.00,44.81,50.00,99.662
voltrax--100x-flye--04.fasta,100,flye,NA,04,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.24,45.23,40.06,inf,35.35,inf,36.86,50.00,100.665
voltrax--100x-flye--04.fasta,100,flye,NA,04,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,38.89,46.99,40.40,inf,45.21,50.00,51.05,inf,99.278
voltrax--100x-flye--04.fasta,100,flye,NA,04,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,46.08,50.00,52.75,inf,49.65,50.00,50.71,inf,98.884
voltrax--100x-flye--04.fasta,100,flye,NA,04,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,42.79,50.00,57.35,inf,44.25,inf,48.78,50.00,99.907
voltrax--100x-flye--05.fasta,100,flye,NA,05,all,all,all,all,NA,37.76,45.23,41.60,inf,42.39,50.00,43.88,50.00,NA
voltrax--100x-flye--05.fasta,100,flye,NA,05,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.12,43.98,52.26,inf,42.74,46.99,44.18,46.99,99.773
voltrax--100x-flye--05.fasta,100,flye,NA,05,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.16,43.98,45.80,inf,46.86,50.00,43.06,46.99,98.878
voltrax--100x-flye--05.fasta,100,flye,NA,05,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,35.91,43.01,37.01,50.00,45.86,50.00,45.02,50.00,99.427
voltrax--100x-flye--05.fasta,100,flye,NA,05,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.25,46.99,40.04,inf,35.33,inf,36.91,50.00,99.854
voltrax--100x-flye--05.fasta,100,flye,NA,05,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,38.71,46.99,40.37,inf,44.68,50.00,50.52,inf,99.574
voltrax--100x-flye--05.fasta,100,flye,NA,05,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,45.62,46.99,52.75,inf,48.80,50.00,50.49,inf,98.885
